LIMIT_BAL,AGE,EDUCATION,MARRIAGE,SEX,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT
42766,21,3,1,2,0,5,2,-1,5,2,709371,-94355,322196,873799,254595,-41322,24093,59237,92076,60509,27641,81748,1
828438,31,2,1,1,8,3,8,6,4,1,111422,-52598,399361,639479,519376,55104,35276,49965,24983,55882,84789,32858,1
565710,41,2,2,1,7,2,9,0,1,3,445393,182936,768336,-47900,865955,274571,48414,65624,70640,42532,87104,47203,0
913022,36,2,2,1,5,7,5,-2,2,7,674602,961266,274857,611855,840982,364829,13548,44924,11757,65341,87065,36320,1
284349,26,4,1,2,8,-1,2,4,9,4,848556,290580,349362,464426,785407,813024,59459,92921,28082,97197,69650,65600,1
489806,62,1,3,1,-1,6,9,8,7,2,111306,414343,134737,416970,-22719,832050,99851,83706,48882,88004,10662,75222,0
164599,23,2,2,1,4,7,7,2,9,6,614565,472437,215382,878445,594973,561192,69007,82447,56418,44521,60419,46829,1
776843,56,3,1,2,9,5,6,6,9,1,165114,528957,671083,343724,605583,989488,69624,51774,8886,20977,94099,71400,1
421659,57,3,3,2,3,2,3,0,8,8,-93395,755279,728023,89159,180421,363240,63803,44198,38613,80865,3624,39636,1
419740,51,3,3,2,9,3,5,8,8,7,300694,608807,307925,942061,369991,757938,33416,62747,57975,1752,26814,60367,1
388621,30,4,1,2,7,6,0,-2,7,-1,329211,100683,891063,34962,-89138,700461,2993,16627,72590,59241,73378,55471,0
38202,20,1,1,2,1,-2,0,4,-1,8,84475,525182,785256,-17385,490846,-11453,61269,33848,26440,93102,70723,16491,1
993056,44,1,2,1,8,1,6,5,6,7,775715,691823,248636,328131,640135,686211,89947,32315,15473,67997,73334,46175,0
449358,61,2,1,1,1,2,3,8,9,5,522786,-73323,964620,414083,150352,847064,59059,81877,42327,64560,45613,21628,0
858124,71,1,2,1,0,6,1,-1,3,1,47348,85190,635970,520463,33749,710137,67404,11137,44856,59823,15661,28373,1
747744,43,3,3,1,3,9,5,-1,6,1,468272,274167,180017,554298,-72653,507342,12461,39613,82242,15961,43064,48490,1
30855,72,3,2,1,0,2,1,6,5,0,281483,527220,747848,310952,537782,242698,82722,36660,51292,76703,44068,17939,1
486963,62,4,1,2,6,2,8,1,-2,9,-96597,455985,361611,267095,29372,377735,25961,25184,787,25303,81566,67908,1
725732,75,3,2,1,1,9,1,-2,6,6,819256,626685,267663,323422,784796,229450,22039,76673,53024,9232,86515,32917,1
821527,36,1,3,1,1,9,9,6,6,1,409329,191078,277362,287204,189073,-84266,89946,13769,63543,93346,5006,3296,1
966228,27,3,3,1,-1,0,4,6,1,-1,321923,63410,657077,174060,-68995,-52117,16932,54883,66999,77071,22603,27866,1
321385,78,2,1,1,-1,5,4,3,-2,8,216084,-90382,992817,722508,124260,184073,65946,27848,17983,92484,76870,73391,1
637407,64,4,2,1,4,4,9,3,1,-2,281694,1546,441512,736440,371313,423610,16703,55251,37935,55220,71379,34293,1
586291,46,4,1,2,2,5,5,6,3,9,356851,431982,773849,359652,741075,845483,57505,75494,73755,41887,60417,68712,1
471595,71,1,1,2,0,1,7,-1,1,-2,911167,101186,973197,538000,660381,393572,54215,91273,721,64322,15647,54350,0
104837,37,3,3,1,3,5,4,6,6,5,609854,355328,726600,-35265,570515,134912,40468,4119,90615,10228,63413,54439,1
233068,46,3,2,2,3,7,5,1,1,-2,567250,741213,200214,220790,305221,12156,92095,1422,60920,80153,75610,64028,0
366427,41,1,1,1,-2,1,5,1,7,2,883166,617270,14629,455785,581903,385938,19362,67716,42637,3476,26529,87180,0
943476,35,1,3,1,0,-2,4,6,5,5,967731,303135,608205,879941,594342,358944,81936,66473,43499,70126,34790,26877,1
133805,21,2,1,2,9,1,-2,4,-1,4,633703,969353,517657,397554,548452,612096,19960,87156,84171,83905,58265,11237,1
890278,24,1,2,2,2,2,1,9,9,4,789087,-21827,887022,425676,450511,381985,25543,45838,58335,98753,24845,89650,0
819359,37,3,1,2,8,7,0,7,4,5,171151,447663,611305,375047,11727,799985,19791,41217,15078,23150,53994,52710,1
917021,22,2,2,1,8,5,9,9,5,8,371446,369118,504975,549947,4189,876999,28574,7716,62083,24579,78954,2380,1
125657,46,4,3,1,4,9,6,2,3,0,71637,977594,928189,874737,-15867,703543,69643,58775,61415,33050,22254,9514,1
863062,73,3,3,1,1,7,9,5,7,2,524128,722665,-15727,764554,199837,928831,68829,71947,91114,36311,87367,92889,0
114428,36,4,1,2,9,3,7,9,3,-1,47457,883102,901730,290524,577001,653495,28183,7887,77780,572,56229,63346,0
132035,35,4,3,2,5,8,5,-2,5,2,509865,73523,455365,201038,29199,717864,4062,75939,7310,59586,33640,7684,1
455563,25,4,1,1,0,7,6,4,0,2,435289,772590,121208,-2093,740251,751595,78706,84490,6512,1743,87353,24016,1
240780,70,3,1,2,3,2,2,1,-1,-1,722365,728686,237975,55344,936131,-42374,13673,93483,60200,95976,43965,23818,1
922676,26,4,2,2,3,0,2,-1,6,7,558603,111774,552328,62418,963081,262982,59243,59880,33847,81765,94691,86,1
751570,69,3,1,1,6,1,7,-1,5,9,251383,501392,40986,414590,723210,715778,47125,56333,41011,63860,72931,4573,1
79518,33,4,2,2,1,3,2,8,7,3,630929,481136,435968,638905,-88443,529257,69840,7452,53514,35036,13865,53093,1
186355,57,1,1,2,4,3,-1,9,2,-2,447958,235370,528426,867744,156591,584489,600,62051,7826,32163,62934,85062,1
877758,59,1,2,1,7,3,4,6,2,5,825366,288317,851548,745164,922234,140379,41527,47809,96214,91125,75093,58501,1
677565,34,3,3,1,-2,-1,5,3,3,8,700152,-57137,780363,927151,714973,257171,51598,30206,21861,79537,27770,7934,1
130243,66,4,1,1,8,8,2,8,3,-2,115084,500408,85470,159927,-4057,894306,6504,91682,48907,71208,47760,3993,1
809180,66,4,2,2,-2,9,5,1,-1,0,75293,359189,602915,169608,-7306,975660,1362,574,28721,39612,76611,54884,1
948601,67,4,1,1,-1,5,3,-1,4,-2,598502,792776,758436,181464,25793,596373,45903,98463,9085,50080,43361,36100,0
406308,52,1,2,2,1,5,1,4,0,-1,-94726,626592,21501,589287,175342,291540,67912,70581,4411,18892,60161,31507,0
63311,62,4,2,1,9,3,4,6,5,4,-59835,267129,693383,244048,853065,-31895,37280,21719,14602,37681,79668,20532,1
32692,46,4,1,1,3,1,5,-1,6,4,762230,985498,74613,538696,29282,566987,33250,29269,66744,49514,78127,96097,1
659242,48,3,1,1,1,-1,6,1,0,8,755199,442329,385635,703712,968094,-98829,92267,61688,47321,54531,42948,3006,1
689222,76,4,3,2,3,3,2,-2,3,2,798250,-46454,-60426,683490,359599,839702,60280,65979,68527,50211,72126,39739,1
402179,56,1,3,1,-1,3,6,-2,5,2,421139,631274,196645,973800,380218,-28368,48038,63279,59632,83920,3422,80725,0
231468,24,4,3,1,6,7,5,0,3,4,736718,277755,46745,662543,592812,575808,25591,52350,29252,64279,94129,59702,1
351651,48,1,1,2,8,0,-2,-2,7,7,196710,-58622,646477,220308,250308,505872,70245,37389,66667,41500,77407,71266,0
90152,51,1,3,2,0,-1,5,1,0,8,596792,99663,304448,905539,969699,78794,6568,85330,75310,32403,1017,99727,1
473685,79,2,2,1,4,1,5,3,1,9,24829,907708,218498,-28642,324212,897511,25389,23457,14626,28586,69364,24508,1
539214,72,1,1,1,-2,5,4,2,6,7,593404,4622,665753,471568,84256,559596,46607,91963,31972,31092,27640,7054,0
13969,25,2,2,1,5,2,-2,6,9,2,135729,314340,76096,995720,928973,465292,25906,71808,43150,6538,23834,53719,1
45733,21,2,2,2,1,0,3,9,9,5,645787,382529,599796,518422,498235,923536,28806,25703,58135,13218,79568,3466,1
341999,25,4,2,2,8,9,-1,8,8,0,57712,664948,713505,611788,504677,451195,79694,65924,649,724,70219,83072,1
51743,65,2,1,1,9,2,3,-1,9,-1,490007,839353,382550,515137,17682,716956,51886,21773,5353,14328,93729,83441,1
664481,62,3,1,1,2,6,8,-1,-2,7,66485,82901,163563,368066,989700,591365,8568,21978,73901,881,98684,25524,0
180948,23,1,3,1,4,8,-1,9,1,1,207096,839242,536976,517026,164194,855983,66980,22529,32458,11503,55647,90584,1
903877,75,3,3,1,0,5,-1,0,7,4,472883,773540,835357,-11825,479452,321171,13486,73710,80786,43146,84515,560,1
30323,48,2,3,2,6,9,4,1,-2,6,355439,387209,-15283,863825,39990,939802,35528,52245,45535,38,24143,21705,1
533293,78,4,3,2,6,7,8,6,5,0,727544,163486,36764,970213,595643,642661,9115,59708,80041,9249,68681,47789,1
288572,44,1,2,2,5,4,7,8,4,8,458350,149345,468076,73071,466402,424564,64203,78109,14185,32406,38445,67289,0
568866,28,3,1,1,-2,1,-2,3,4,0,491460,317770,218092,341267,49868,373956,85931,58510,18961,80708,31823,72302,0
620774,75,4,3,1,9,-1,2,6,-1,8,935704,947543,924539,609223,395778,941618,32681,22820,86799,736,94810,68871,1
511793,22,2,2,2,9,9,-2,2,7,4,-60495,611516,923895,941697,483139,285518,90831,8080,59132,90820,7977,95113,0
336284,45,4,1,1,-1,6,6,6,3,-2,913824,816881,863942,945599,225288,299806,13139,86630,62744,27478,19813,10949,0
791738,67,3,1,2,-1,0,2,6,5,4,18048,334569,104957,772956,816580,600497,20011,7459,86213,88614,35043,75755,0
641613,62,4,1,1,0,3,2,-2,5,-1,760853,619782,727619,916160,575751,840051,40411,55665,35249,72719,9157,44219,1
880261,46,3,2,1,-1,4,1,6,2,7,-24115,970688,627299,358700,630169,726571,87171,52539,34337,77221,40149,4337,1
278508,55,4,3,1,-2,9,0,4,5,-2,915912,739455,253292,646203,379140,683978,48491,69370,98131,45906,93512,25482,1
401011,51,1,1,2,8,0,5,8,-1,7,623994,885321,710699,665073,281905,45107,53392,49536,71669,49516,38,50188,0
438565,20,4,2,1,2,0,4,5,1,6,183874,340790,517424,984724,752664,70120,42337,29778,38199,61087,4427,68626,1
666051,76,1,1,1,3,0,6,0,7,-2,78947,791427,392055,474423,669967,553029,18441,63741,50749,88588,26187,71091,1
792259,72,3,2,2,4,0,3,-2,-1,5,738070,2554,704006,975695,822234,988520,33759,1391,22660,66624,77759,36675,1
629886,73,1,3,1,7,0,-2,1,2,7,-61577,440719,515046,883437,31942,336327,35420,95368,635,86075,43312,92789,1
731827,35,4,3,1,4,4,2,-2,8,4,501621,4869,186358,284663,270197,762298,39090,97250,38796,15671,58706,5428,0
186968,70,1,1,2,-1,2,2,-2,0,7,42486,999203,23668,407998,347700,680465,21192,63890,92481,99854,43819,10189,1
67062,67,3,3,1,4,1,4,1,3,6,578100,94004,531850,505576,806686,495331,17989,27508,52380,93705,24922,85440,1
238338,30,4,3,2,-1,3,7,5,4,9,627885,-20342,85436,463875,529152,835106,50835,80008,30777,58833,63129,32750,0
745122,45,1,2,1,-1,5,-2,9,3,2,640431,327393,225787,824234,834824,331482,90390,7721,9882,64986,29126,62974,0
679221,59,1,2,1,9,-1,-2,-2,8,0,83383,23301,723105,868079,446513,-2649,49466,74380,43927,42856,48009,6294,1
237909,74,2,1,2,3,9,3,7,-1,-2,448614,926381,245939,854120,600894,946018,28739,62394,99960,33009,19709,9538,1
516995,20,1,2,1,3,0,3,7,-1,-1,783992,102258,655619,696852,808408,25136,53386,77300,28565,17758,78620,79093,0
98302,45,2,3,2,5,-1,6,9,1,3,258501,-45058,13278,452410,723303,176734,35552,85325,64089,24800,91420,50730,1
598216,47,3,2,1,2,4,0,6,4,5,-19911,193409,610613,240679,135334,101983,66899,57120,59870,83653,97945,72457,0
748591,72,2,3,2,2,9,9,3,5,6,466527,906248,190334,16906,438583,973465,14039,48441,1880,28668,83583,83951,1
575635,77,3,1,1,7,-1,2,2,2,5,760353,740598,674057,-98097,557030,747812,55919,93719,10178,98906,32742,65871,1
537409,28,1,3,1,-2,2,2,6,7,-1,457435,667759,791579,829802,352828,222745,83137,67309,23354,42858,57118,25883,1
93793,79,1,2,1,1,8,-2,6,-2,-2,485962,604071,998909,162284,741517,796542,71498,50367,89171,65339,74799,78681,0
562452,78,2,2,1,-2,7,3,6,6,7,971156,196886,959503,613013,965994,115203,56096,97826,57425,67447,9423,88606,1
297635,63,3,2,1,7,6,1,9,5,1,424966,606420,928990,827627,117447,214637,85761,6414,29152,73614,72459,29445,0
593510,41,1,2,2,2,5,9,0,-2,2,-50229,290313,750333,371880,266393,192576,38054,29008,4958,85959,58045,16968,1
688525,27,2,1,1,5,5,3,9,6,7,908039,288374,428936,517434,142440,323644,45068,36336,65581,42425,74488,49556,1
538036,77,2,3,2,-2,0,5,9,2,3,237774,770053,719359,352723,11933,555561,78604,51348,88190,38970,36425,24807,1
560841,68,2,2,2,0,9,5,5,5,1,780816,976067,-52146,672390,220315,730038,70143,79042,58101,7203,6969,18084,0
126547,61,1,3,1,-2,-2,0,7,7,2,152497,-28993,-59188,842345,226172,360935,49412,38861,67722,66337,47408,60712,1
594668,46,3,1,1,3,-1,6,1,7,5,108244,822518,522639,671726,724617,467511,35489,76263,47044,86981,92487,83681,1
54331,58,1,3,1,7,4,8,1,9,7,214831,902741,194734,978379,399106,718757,29861,93008,17875,89880,80998,52751,1
761393,38,4,2,2,-2,1,1,9,-1,0,394468,382400,293187,390674,453374,572810,36147,14552,89199,96373,84817,62383,1
654905,44,4,3,1,7,7,-2,4,4,-2,770783,750408,632608,828258,483910,840206,78939,16757,50963,99254,58316,91483,0
835992,57,1,2,1,9,2,6,5,6,6,884672,691810,350979,-37449,456711,973401,29896,66920,87328,47586,94918,17129,1
850297,40,3,2,1,0,-2,2,1,4,6,758846,728849,682158,966504,860662,407266,28034,97066,75030,71910,58185,21073,1
974190,43,2,1,1,2,8,5,8,6,-1,781858,436875,561335,824960,152697,904937,59542,7370,92094,41049,46231,8754,1
610198,43,4,1,1,2,-1,4,7,1,0,265513,668341,117785,550253,849021,454384,91641,86602,56007,96643,69715,90453,0
407891,79,4,3,1,-1,6,2,3,2,5,267562,831025,220902,653410,995896,237748,94768,39027,11067,79716,47721,28271,1
994210,79,1,3,2,0,3,5,-2,4,0,608757,846219,607279,-92009,77357,934876,970,82193,26526,21498,24528,16689,1
510201,38,4,2,1,6,4,-2,-1,-2,0,355056,310071,-95749,342447,871374,155179,71990,39635,41327,64916,99560,46875,0
512237,69,4,2,2,-2,2,8,9,-1,3,800337,761535,154219,844546,724564,533659,20571,29614,41800,52439,67933,66402,1
874418,66,2,2,2,-2,6,1,2,-1,3,385075,1572,523256,645360,379860,800365,73585,78159,93880,41108,87822,15041,0
741576,21,2,2,1,9,7,2,1,7,4,739838,163829,143015,369437,318396,410217,1518,61934,12721,27919,78814,58278,1
20068,33,3,1,1,-1,2,1,0,6,7,731433,654544,832269,921964,302384,630002,78,86465,32937,255,24890,27052,1
588748,72,4,2,2,5,3,3,8,0,1,313472,510226,744485,869225,863637,55528,68961,56152,30371,25618,53606,6358,1
897198,51,3,1,1,3,7,6,3,6,2,509128,397830,-31915,312211,148219,231455,24660,63151,78021,90922,9589,78565,1
580706,61,3,3,1,1,6,9,7,-2,7,719219,494481,297602,762063,558325,298010,30905,87169,6873,73033,86158,37160,1
298350,51,2,3,1,4,2,-2,3,8,0,269613,15964,636349,220761,124461,513061,90535,27857,56294,69231,32202,14448,1
662468,47,2,1,1,3,1,7,8,0,-1,-51929,656436,649787,-24531,620850,-7458,97608,2272,29491,44674,12313,80368,1
796719,67,1,2,2,6,9,8,7,7,0,934569,332098,896217,848840,498757,54799,81041,40806,25966,36560,76281,27036,1
32337,58,2,3,2,3,2,-1,5,-1,9,-63528,813225,300516,239112,995139,182577,83150,53312,45161,34632,64463,8929,0
161738,59,3,1,2,-1,8,-2,-1,-1,0,348690,771357,689244,880433,824149,110528,30007,76018,90892,71293,43201,97570,0
257667,61,4,3,1,0,2,4,4,-2,-1,-35362,900140,682774,235822,720699,164836,23399,46558,57519,27120,7641,98355,0
666521,66,3,2,2,6,2,-1,4,3,-2,938021,339874,231184,813665,722032,605834,68770,26731,68846,47156,47501,82240,1
524241,59,3,1,2,4,-2,6,-1,2,8,943553,262077,35301,675624,279012,502631,77163,7397,95470,76843,18823,56399,1
897099,32,3,3,2,3,2,5,3,9,0,801246,-55416,326865,795052,413178,875265,36233,30746,97011,14305,56488,78432,0
362215,31,2,2,1,2,2,7,2,2,-2,702534,720538,566802,739508,948918,-20404,32496,97050,47437,27146,53596,66750,0
108064,27,3,1,1,0,-2,-2,-1,8,5,954501,299261,488732,-97875,120206,-12536,14598,15979,30197,92497,84626,16208,0
966255,34,1,1,1,1,1,0,6,6,2,353347,-91620,677277,757960,680583,540077,59303,30572,37654,9267,82771,15977,1
378655,45,4,1,1,-2,5,3,5,3,9,623691,-49580,622199,310330,228966,205331,66103,66049,64473,1321,71549,71210,1
492605,31,2,1,1,2,1,8,4,6,3,470682,944144,456815,616463,440446,140516,50144,58963,58390,23523,92115,70892,1
417974,62,3,3,2,4,4,0,3,1,9,179788,-17392,780425,152841,367248,-46340,24573,86703,81972,49510,6857,99083,1
468996,70,1,1,2,-1,3,6,2,4,7,882353,47320,283193,102758,689501,451065,90444,93584,15974,18342,92756,34839,1
780974,65,4,1,1,8,2,9,6,8,4,743920,161674,825204,680092,466777,935130,51833,46630,37789,162,9414,137,0
537466,46,3,1,1,9,6,7,2,1,4,226225,58439,298224,605774,638428,-34628,38800,50937,66574,47496,42860,88953,1
566119,37,4,1,2,5,5,7,3,-2,1,788825,869566,242195,272672,254830,907249,50453,56199,47580,90555,62297,70051,1
143248,64,2,1,2,9,2,-1,0,1,3,991084,997273,527845,933449,847327,589960,17013,8493,7965,64199,73508,69115,1
113306,55,2,2,1,7,7,3,6,-1,5,323210,958778,446497,181172,366650,589146,28950,18306,44974,25487,51734,63808,1
174726,68,1,3,1,3,4,-1,8,2,3,289088,27971,685395,57074,385133,916149,14554,36606,90523,57247,32961,48544,1
788580,70,2,2,1,7,8,0,5,8,4,514875,759193,145653,76276,907210,213529,20094,28352,27582,68979,21693,82600,1
954131,46,1,3,2,0,6,9,6,-1,0,688743,203906,905007,842330,480167,624703,77036,12060,82738,10111,461,26782,0
717910,28,3,1,2,-1,4,7,-2,-1,6,166438,824028,68216,81496,236914,904578,20860,30238,70091,77413,26679,95130,0
384169,74,4,3,1,5,0,9,-2,9,7,796316,899579,101643,322332,532681,79890,14902,72882,8498,52290,68718,67619,1
710270,58,2,1,1,1,7,6,-1,8,-1,20288,46074,720106,581944,905062,674197,81147,22988,76218,59357,82285,24751,1
100417,20,4,1,2,4,8,6,1,9,8,-8686,268326,940971,296900,-54297,592142,69681,2407,34679,50278,91747,2899,1
723611,26,4,2,2,4,2,-1,7,1,5,370457,307729,-75359,658814,694000,334407,38907,99513,83626,93585,84238,65818,1
438638,45,3,2,2,7,9,5,2,4,5,720340,-78015,792325,296623,130995,177845,44049,83604,15337,25445,6773,86438,0
21984,26,3,2,1,6,6,0,4,0,9,443478,626172,832683,453322,105745,143138,85240,57822,5275,98772,59978,12825,1
99312,71,2,3,1,7,6,-1,1,8,-1,745213,395861,483448,963711,145667,238863,29285,8985,4010,98383,37760,99365,0
202458,26,3,3,1,5,5,8,-2,9,6,909506,-58212,420961,47462,898845,234024,29174,70493,28881,43214,66602,36381,1
93291,27,4,2,1,9,3,7,5,4,0,198476,584244,521600,561031,695275,106784,13594,69694,2996,78028,23506,79947,1
803567,35,1,2,2,5,4,5,8,8,7,-59543,-22501,937309,-10069,263222,737540,33396,71100,59311,4865,82335,35996,1
534608,22,1,1,2,4,4,0,0,6,3,653944,993744,39645,-31532,742869,989296,38562,70843,33335,70466,52024,81995,1
497387,64,1,3,1,7,8,5,6,0,8,899467,367265,467948,742465,772630,517738,79838,1329,57181,26057,59777,86957,1
687044,29,2,1,1,2,-2,3,-1,1,1,511806,312503,261267,32556,897070,659605,66208,66561,35010,50743,7416,10903,0
983417,69,3,3,1,6,5,-2,8,-2,2,841251,579986,841356,705376,95081,413985,66584,42734,1579,75469,86306,31612,0
885206,26,3,2,1,9,3,-1,-2,4,0,691879,752319,135313,241943,187215,612455,99158,89575,96782,97092,62125,89841,1
425105,40,3,3,1,8,4,-1,7,-2,9,155745,165174,472602,918304,429553,263149,80347,95341,76224,40657,18086,85589,0
761209,72,3,3,1,4,7,4,5,9,7,373201,295951,298583,-37064,985747,263919,58939,86021,60582,98880,15922,22849,0
370215,56,4,1,1,9,7,3,0,0,5,148305,672531,933939,450075,88463,804024,510,71067,55600,96843,58278,89763,1
714259,50,1,2,1,8,8,-1,-2,6,7,868481,311883,-66466,805492,214065,419815,86821,27837,43030,39515,17956,94975,1
265083,42,4,2,1,0,-1,-2,8,9,9,316931,164504,111630,385318,477164,139517,16695,81042,10205,42918,83942,87760,1
938274,76,2,2,1,9,4,2,0,2,7,74023,50539,408266,912306,608713,425886,65402,36694,8360,8569,6902,81417,1
966825,46,1,1,2,3,5,8,5,7,5,140455,192312,98572,632453,873160,815448,12629,66223,815,79110,55048,29769,0
644151,75,1,1,2,0,9,-1,8,7,4,413127,725852,287690,218200,882968,466217,20458,94816,71387,56886,12159,71591,1
51777,41,4,1,2,3,2,7,1,8,4,798941,371733,-74288,70708,-31907,29706,42933,91580,5871,26860,43944,85882,1
56250,58,2,3,2,5,-2,7,7,-1,-1,38836,825460,717010,294634,417189,-49407,97441,72952,72478,32133,13687,48881,0
869466,76,2,3,1,6,3,3,8,6,7,310539,387287,518631,70605,291874,781426,9993,20351,57654,74481,10220,14162,1
901372,46,1,1,2,-1,0,-1,4,3,9,754314,974127,807875,198714,134040,220832,1680,70939,54136,55050,53809,24632,0
312274,73,3,1,2,3,2,8,5,6,3,296361,258240,529997,-62334,63082,346079,68690,20549,53654,62313,97741,43837,1
485147,68,2,2,2,0,6,6,4,9,1,569121,784013,229717,833204,558838,395602,68676,35154,35623,5638,58851,60771,1
714706,23,4,3,2,4,4,9,-2,8,8,355100,391530,-58427,435030,886787,350351,28356,97665,97238,53467,84187,26084,1
930041,43,2,3,2,8,5,2,1,1,6,121324,800454,152945,869735,-63177,605419,48801,68294,63485,61155,65036,14566,1
750122,42,1,2,1,1,3,4,7,3,2,939467,342609,639255,730623,-93147,747173,75566,87133,50084,80255,52609,23881,1
25216,67,3,2,2,2,6,1,6,9,3,269521,386022,360651,455108,608828,18762,17134,67450,48468,85795,85527,92648,1
356293,38,2,2,2,7,0,9,4,4,4,499541,-81211,66471,306261,844895,493305,87609,84641,37128,2118,73281,53333,1
537297,61,1,1,1,3,-2,-1,9,8,-1,440664,-22633,78791,504553,987189,348549,65921,8713,20311,37767,69895,5595,0
886336,22,2,1,2,8,7,0,-2,3,-2,48507,467639,798605,442520,538995,15611,33591,38073,14462,43810,89538,44816,1
694687,46,3,1,1,5,9,2,5,1,3,107953,820891,697284,558168,994819,424933,35491,33059,1263,79487,41965,73040,1
155281,22,4,1,2,-1,9,-2,1,5,6,167369,809339,-64585,196685,819602,358492,97621,63552,88721,9049,642,5481,0
713803,47,1,1,1,1,9,9,9,3,4,471009,582071,537824,-68509,737450,728054,86917,42861,88453,95657,5925,33161,1
549317,36,1,3,1,8,8,1,4,-1,9,536114,928894,956569,521706,211776,912958,61338,80159,50581,39825,56444,68706,0
470829,50,3,3,1,1,1,1,3,9,9,290137,116979,-87341,185882,247671,143841,66917,42394,24354,90958,19853,29212,1
744803,29,1,3,2,3,5,-1,4,3,6,254520,774012,920738,447247,684911,605504,69148,59749,21663,85396,42546,61375,1
198069,68,3,2,2,1,3,6,7,-2,9,486578,354427,169130,540402,448490,738856,59898,3020,145,8596,28088,46157,0
374315,41,1,3,1,8,4,3,7,6,8,909976,148233,-16630,370239,42832,589305,60495,74529,39807,25754,47317,70269,1
124456,49,3,2,1,2,6,6,-2,7,0,963929,75995,983778,239747,596572,27632,53631,98956,68629,93833,98888,33521,1
334703,68,2,3,1,2,-1,3,9,9,2,242789,-1031,-39180,596882,330671,843184,50424,34039,46500,42853,94224,53970,1
861324,40,2,1,1,5,4,-1,3,4,3,773425,895199,634957,189233,724742,569804,46178,20697,74229,16509,69522,28586,0
866841,55,2,3,1,1,9,-2,9,5,3,-87821,438255,254765,425110,558005,715901,26686,73339,58912,49052,88186,84416,1
936139,72,1,1,1,9,1,1,0,9,2,973440,491267,969553,988736,924592,303428,17448,29504,76156,7744,57278,81194,0
829497,42,3,1,1,3,4,-2,7,8,-1,575442,448636,595158,357858,805337,374589,85673,21256,91692,44274,83366,63903,1
776759,57,3,3,1,4,5,5,1,1,8,177550,261371,509603,12325,783991,849307,21061,71401,59656,29860,44194,22934,0
392688,31,4,3,1,5,9,8,-2,5,7,181264,400122,377714,841065,511823,56018,95585,76631,1365,29796,57512,5217,1
379484,44,2,1,1,6,-1,-2,7,9,0,332066,481898,657422,704202,873609,885361,52074,24530,71228,22777,80091,51920,0
43783,73,4,2,2,7,4,2,5,-2,3,391730,673047,871923,-84384,-19234,676388,75240,598,512,28764,31589,10999,1
44152,76,2,2,1,5,5,6,-1,8,6,879412,865428,827366,802732,128171,341676,29757,85170,95284,94528,83734,55778,1
593029,39,4,3,2,1,9,-2,0,1,7,840318,257811,775067,546560,585593,8988,98593,32052,23753,99473,34444,38619,0
903481,68,2,1,1,1,-2,1,4,3,5,169309,-90664,817295,914227,107005,773228,12146,9168,21165,99407,73405,15721,1
454718,68,3,2,2,7,8,5,-1,7,5,304404,936959,91880,685761,55773,-98403,25240,16897,88060,27757,45426,92922,0
563380,61,2,3,1,8,7,5,9,4,5,264978,914475,691014,938674,408709,209159,94381,56937,39814,97703,31056,18023,0
158725,26,1,3,2,2,2,-2,1,9,8,-81340,-61409,948745,998596,879483,674564,46988,23922,48171,28491,21610,58572,0
501215,48,2,1,1,0,6,5,9,0,3,-27064,955543,786028,442036,-56206,564111,51852,18564,50414,7801,48189,2026,0
764924,67,2,2,1,-1,-1,8,4,7,9,959888,302328,51491,473216,159173,102408,82342,18058,23759,21261,98552,87506,1
181541,48,3,3,1,-1,3,9,9,7,8,855817,-63053,796675,683710,88228,887191,93794,68198,24535,14580,88182,21689,1
788424,32,1,2,2,6,-1,0,0,-1,0,253851,212326,71922,885,168743,290414,56898,70151,99075,58696,38209,5182,1
358627,22,3,3,1,5,0,8,-1,6,2,716417,11109,343088,828154,761308,625704,38581,28875,59000,13434,58615,28242,0
918017,21,4,3,1,3,8,4,5,-2,5,434972,540563,116891,74454,-8122,119414,69091,18573,57899,8855,43459,2062,1
331898,35,4,2,1,6,3,7,-1,7,0,481389,58442,287560,656882,398699,901964,84276,57550,91620,6101,94087,41761,1
695338,49,1,2,2,2,2,8,7,-2,-2,430026,199684,158935,911418,601593,112643,8626,29138,27154,83326,61406,26531,1
97592,57,4,1,2,9,1,-2,4,7,9,326213,-16202,206797,853046,314703,124161,38428,18130,27712,46005,74566,52305,0
366687,25,1,1,1,7,4,2,8,-1,-2,-99755,10612,959533,345362,21385,38177,50502,14726,36632,91500,70002,14799,0
53169,64,2,1,1,-2,0,1,0,2,4,33928,662862,560704,819460,606193,559665,25661,52683,82303,60475,55339,6453,0
451503,26,4,1,2,5,7,1,1,-2,3,529737,53461,508179,22292,67911,412666,37508,73030,7854,84945,45821,73870,0
64745,24,2,2,2,0,4,9,3,3,2,531852,788769,594147,945809,129979,243793,67900,74020,45402,39192,56808,40539,0
644456,75,3,1,1,6,9,2,8,5,5,-82490,-7587,901655,734331,204576,57011,18469,81315,48630,8336,85692,96659,0
648273,26,4,2,1,8,6,0,0,7,5,433595,230530,-19271,967686,352335,946964,98953,57441,13138,91158,11911,32187,1
