age,gender,driving_experience,car_age,car_value,car_category,annual_mileage,traffic_violations,previous_accidents,urban_driving_percent,night_driving_percent,credit_score,married,children,has_garage,education_level,income_level,claim_occurred,claim_amount
31,female,38,16,71403,SUV,47697,1,0,77,21,381,1,0,1,masters,196848,0,0.0
47,female,6,0,32182,truck,25610,0,1,56,13,318,0,1,1,phd,188455,0,0.0
58,female,41,5,84876,truck,30575,0,0,19,4,678,1,0,1,phd,149053,0,0.0
21,female,34,18,82373,SUV,20728,0,0,57,16,668,0,1,0,high_school,51494,0,0.0
76,male,29,19,52059,SUV,30067,0,2,13,81,757,1,1,1,phd,109345,0,0.0
21,female,11,0,13787,sedan,25303,1,0,77,82,318,0,2,1,phd,146958,0,0.0
45,female,34,7,5393,sedan,46262,0,0,52,70,552,0,1,0,masters,71477,0,0.0
25,female,10,16,66775,sports,43740,0,1,34,89,663,0,4,0,masters,88740,0,0.0
19,female,43,14,64454,sedan,2628,0,0,61,88,492,1,1,0,phd,177634,0,0.0
58,male,3,17,17056,truck,40532,1,0,60,81,577,1,0,0,high_school,144360,0,0.0
78,male,24,6,66483,sedan,10521,0,0,18,43,334,0,2,0,bachelors,22245,0,0.0
63,female,47,15,49957,sports,39513,1,0,83,78,543,1,1,0,high_school,22531,0,0.0
39,female,31,6,33429,sports,43519,1,0,41,92,372,0,1,1,bachelors,90840,0,0.0
58,female,19,16,50909,SUV,26380,0,0,43,48,566,1,0,0,masters,42036,0,0.0
73,male,49,3,57906,sports,29923,0,0,86,64,633,0,0,1,phd,148016,0,0.0
72,male,30,11,91290,SUV,35058,0,2,97,3,467,1,0,1,high_school,97902,0,0.0
33,male,3,12,49389,truck,29880,1,1,0,8,639,1,0,1,high_school,183866,0,0.0
46,male,37,3,25905,truck,19970,0,0,67,35,396,1,0,1,bachelors,130246,0,0.0
79,male,46,0,94619,sedan,39891,0,0,80,50,363,1,2,1,bachelors,93042,0,0.0
66,male,0,0,58730,sports,5930,0,0,89,31,395,1,0,0,phd,65802,0,0.0
65,female,2,6,62557,truck,36318,1,2,77,87,845,1,0,0,phd,140942,0,0.0
47,male,36,8,91113,SUV,42539,2,2,45,17,668,1,0,1,masters,183541,0,0.0
29,male,21,0,71199,sports,43897,1,1,50,14,644,1,2,0,phd,69522,0,0.0
52,female,16,15,52301,sports,30843,0,1,31,19,741,0,1,0,high_school,46992,1,7124.954403353558
28,male,13,17,89752,SUV,33574,0,0,99,57,750,0,2,0,high_school,107749,0,0.0
63,female,40,14,52259,sports,40751,0,0,83,39,533,0,2,1,high_school,183294,0,0.0
67,male,34,5,79801,sports,10857,1,0,79,65,456,1,1,1,bachelors,43152,0,0.0
38,female,12,1,9574,truck,24513,1,0,18,88,327,1,0,0,phd,98433,0,0.0
38,female,34,8,93291,SUV,35898,1,0,38,12,771,0,0,1,phd,177489,0,0.0
22,female,42,3,61776,truck,24593,1,1,87,90,757,0,1,1,bachelors,160937,0,0.0
65,female,1,12,93212,SUV,23683,2,1,13,12,637,0,1,0,high_school,129671,0,0.0
37,female,46,10,92097,sedan,37508,0,0,28,61,721,0,0,0,bachelors,83719,0,0.0
54,male,12,12,29737,sports,19884,0,0,41,27,674,0,0,0,masters,177867,0,0.0
20,male,15,10,28390,sports,6307,1,0,13,45,598,0,0,0,high_school,146491,1,3184.626617528407
61,female,17,18,96612,truck,13904,0,0,10,14,324,0,3,1,high_school,34116,0,0.0
50,female,6,7,57330,sports,40535,0,0,74,92,365,0,1,0,masters,189251,0,0.0
70,female,44,6,76082,sports,18881,0,0,46,84,828,0,0,1,high_school,21627,0,0.0
78,male,35,15,58642,truck,30178,0,0,23,43,690,0,2,0,high_school,196675,0,0.0
26,female,40,2,26280,truck,14582,0,0,21,94,577,1,2,0,phd,93856,0,0.0
78,female,29,16,26037,SUV,36912,0,0,48,22,309,1,1,1,high_school,109258,0,0.0
26,female,41,17,45576,sedan,43911,0,0,54,66,645,1,0,0,high_school,162216,0,0.0
21,female,40,14,33564,truck,43419,0,1,54,98,440,0,2,0,bachelors,114704,0,0.0
52,male,6,16,90439,SUV,9025,0,0,84,77,327,0,0,0,masters,163315,1,1265.990221638978
34,female,14,10,94928,truck,42614,1,0,69,65,399,1,3,0,high_school,30602,1,8724.368073180902
51,female,39,4,33087,SUV,44944,1,0,77,49,486,1,0,0,bachelors,43401,0,0.0
41,male,18,15,92829,sedan,20188,0,1,72,12,692,0,1,0,high_school,68080,0,0.0
49,female,42,14,81213,SUV,8604,0,0,34,1,610,1,2,0,bachelors,97682,0,0.0
18,female,36,9,17803,SUV,40907,0,0,43,75,560,1,0,1,bachelors,144534,0,0.0
25,male,1,13,51002,sports,49979,1,0,35,90,368,1,1,0,masters,98203,0,0.0
62,male,41,1,71761,truck,28290,2,0,88,33,337,1,0,1,bachelors,152677,0,0.0
40,male,47,15,76310,SUV,41596,0,0,14,39,365,1,0,0,phd,168793,0,0.0
64,female,12,18,83579,truck,7203,0,0,44,68,774,1,3,1,high_school,41939,0,0.0
57,female,39,7,21163,SUV,8871,2,0,61,60,793,1,2,1,phd,28389,0,0.0
29,male,40,14,73380,sports,15662,0,0,91,24,766,1,2,1,phd,86904,0,0.0
71,male,42,9,77883,sports,37782,1,1,49,74,363,1,2,0,masters,48902,0,0.0
29,male,42,4,56885,sedan,12445,0,0,77,76,479,0,0,0,phd,194543,0,0.0
63,female,30,19,91340,SUV,12038,0,0,12,62,398,1,0,1,masters,83063,0,0.0
64,female,15,15,41764,sports,46840,0,0,30,27,836,0,1,1,high_school,158190,0,0.0
32,male,41,11,97782,truck,46822,0,0,4,84,603,0,1,0,high_school,23721,0,0.0
58,female,43,12,67126,SUV,4505,1,0,82,55,372,0,1,1,masters,147051,0,0.0
36,male,5,8,72224,SUV,42478,0,0,7,25,846,1,1,1,bachelors,157508,0,0.0
43,female,27,16,52055,sedan,20069,0,0,12,26,442,1,3,0,masters,118018,0,0.0
69,female,31,19,56599,truck,15418,0,1,40,25,513,1,3,1,masters,161115,0,0.0
46,female,43,11,87787,sedan,17411,0,0,16,14,604,1,1,1,phd,164986,0,0.0
39,female,9,4,83040,SUV,34033,1,0,31,49,713,1,0,1,high_school,131986,0,0.0
57,male,49,11,44720,sedan,10498,0,0,4,5,644,1,1,1,high_school,53090,0,0.0
38,female,17,0,98120,SUV,48500,1,2,8,67,793,1,1,0,high_school,105171,0,0.0
68,female,3,19,49484,SUV,22459,0,0,33,3,424,1,1,0,masters,127938,1,4381.829529568697
55,male,8,15,43852,sedan,23203,0,0,0,29,707,1,0,1,masters,46301,0,0.0
37,female,6,11,18219,sedan,29030,0,1,39,76,535,0,1,0,high_school,116651,1,4188.44166317307
74,male,49,8,95351,SUV,22060,0,0,78,8,643,1,0,1,masters,45329,0,0.0
46,male,7,12,53865,sedan,20774,0,0,53,41,820,1,2,0,high_school,110652,0,0.0
68,female,42,16,59457,sedan,47917,0,0,31,13,826,1,0,0,phd,157501,0,0.0
21,female,6,16,95159,SUV,34378,1,0,97,91,363,0,0,0,phd,107701,1,2356.2356931245313
72,male,40,3,41817,truck,46248,1,0,98,39,801,1,1,0,masters,181104,0,0.0
24,male,39,13,73993,sedan,21930,0,0,49,2,310,1,0,0,bachelors,73556,0,0.0
45,male,2,18,98391,sedan,14493,1,1,58,40,729,0,0,0,high_school,177914,0,0.0
45,female,16,6,57380,sports,38795,0,0,91,92,600,1,3,1,phd,153909,0,0.0
21,male,1,2,55400,truck,14638,0,0,80,32,545,0,2,0,bachelors,125403,0,0.0
39,male,14,0,41258,sedan,6724,1,0,61,78,393,0,0,1,phd,158160,0,0.0
29,male,45,11,86006,SUV,1202,0,0,10,59,614,1,0,1,high_school,28582,0,0.0
62,female,28,14,53957,sports,34169,0,0,22,63,452,1,3,0,high_school,75306,0,0.0
20,male,49,10,23281,sports,3027,1,0,25,61,539,0,2,1,phd,22063,0,0.0
39,female,47,9,82264,sports,47723,0,0,62,78,439,1,0,1,masters,27349,0,0.0
61,female,21,1,56331,sedan,15807,0,0,45,6,515,0,0,0,high_school,53842,0,0.0
19,male,3,3,50680,SUV,29426,1,0,68,75,669,1,1,0,bachelors,89781,0,0.0
41,female,5,16,43723,sports,42849,0,0,89,49,592,0,0,0,bachelors,193314,0,0.0
51,male,37,16,15162,truck,1178,1,0,5,38,540,1,0,1,masters,191298,0,0.0
44,female,25,7,99808,sports,6817,1,1,50,70,834,0,5,1,phd,42309,0,0.0
72,female,10,13,56095,sports,35747,1,0,42,46,620,0,0,1,high_school,174985,0,0.0
58,male,25,3,16338,truck,8185,0,0,97,69,344,0,1,0,high_school,68694,0,0.0
18,male,16,5,92832,sports,4984,0,0,41,25,583,1,1,1,masters,157640,0,0.0
25,male,23,18,16675,sports,23049,2,0,12,57,511,0,0,1,high_school,171255,1,1755.5556960269064
40,female,27,3,94606,truck,22405,1,1,24,72,386,1,1,0,high_school,164245,0,0.0
55,female,34,2,25080,sedan,11236,0,0,1,50,306,1,2,1,bachelors,110273,0,0.0
23,male,30,19,18936,truck,22896,0,1,13,87,758,0,1,1,bachelors,101890,0,0.0
39,male,12,5,15019,sedan,36751,0,0,16,51,482,0,2,0,phd,167978,0,0.0
42,female,34,6,72282,sedan,15635,0,0,39,93,627,1,2,1,bachelors,45806,0,0.0
35,female,15,13,54681,sedan,9542,2,0,38,15,598,0,0,1,phd,161581,0,0.0
34,female,14,11,93304,truck,38050,0,0,24,47,697,0,1,0,bachelors,154124,1,497.39071626007825
78,male,42,15,78861,truck,45378,0,0,90,26,313,1,2,0,phd,128880,0,0.0
29,female,17,19,9486,sedan,32342,1,0,47,32,399,0,1,0,high_school,60468,0,0.0
23,male,46,7,87021,truck,45790,0,1,87,22,468,1,0,0,high_school,193467,0,0.0
43,female,36,1,84864,sedan,8988,0,0,48,44,531,0,1,0,bachelors,191626,0,0.0
44,female,47,12,24112,truck,33070,0,0,32,82,410,0,3,0,high_school,88709,0,0.0
25,male,47,7,56697,SUV,32955,0,0,26,99,646,1,1,1,phd,52597,0,0.0
36,male,48,19,60998,truck,13596,1,0,44,82,639,0,0,0,masters,23068,0,0.0
77,male,40,15,31576,truck,24659,0,0,30,21,539,1,1,0,masters,63579,0,0.0
59,female,26,3,55100,truck,11416,0,1,62,41,539,0,2,1,high_school,20545,0,0.0
18,female,34,15,86238,sedan,20171,0,0,37,32,569,0,1,1,high_school,109152,0,0.0
74,female,44,19,26320,sedan,33577,0,0,78,9,839,1,1,1,bachelors,162550,0,0.0
46,male,34,5,88973,SUV,46303,0,0,39,46,585,1,3,1,bachelors,77091,0,0.0
62,female,27,3,70729,SUV,23736,1,1,57,95,634,1,2,0,phd,42888,0,0.0
66,male,38,15,95853,sports,46271,0,0,64,78,742,1,1,1,phd,144215,0,0.0
52,male,37,12,99018,SUV,5808,0,1,10,38,802,1,0,0,masters,191077,0,0.0
57,male,8,4,89879,sedan,39656,1,0,14,45,669,0,0,1,phd,116079,0,0.0
31,female,11,14,34144,SUV,6737,1,1,96,71,419,1,1,0,high_school,61993,0,0.0
52,female,14,7,62326,SUV,36126,0,0,56,50,374,1,1,0,high_school,24311,0,0.0
65,male,20,6,82148,truck,30652,0,0,95,24,722,1,1,0,bachelors,126235,0,0.0
62,female,34,13,24307,SUV,6390,1,0,24,81,369,1,1,0,high_school,126377,0,0.0
37,male,41,6,65598,sports,21600,0,0,38,14,570,1,0,0,phd,100062,0,0.0
73,male,32,6,24623,truck,1406,0,0,32,57,431,1,2,0,phd,67322,0,0.0
66,female,18,17,25249,sedan,33764,0,0,28,58,397,1,0,0,bachelors,119736,0,0.0
30,male,22,9,78765,sports,33995,0,0,57,25,401,0,0,0,phd,33692,0,0.0
78,male,12,17,96810,sedan,46937,0,0,97,40,727,1,1,0,bachelors,54008,0,0.0
55,female,43,13,77131,sports,19568,0,0,71,43,466,0,1,1,high_school,185663,0,0.0
66,male,0,9,99138,truck,11433,0,0,10,84,404,0,0,0,bachelors,97929,0,0.0
63,male,28,6,43377,sports,30377,0,0,12,21,848,0,2,0,phd,72377,0,0.0
66,male,23,6,57365,sports,24184,0,0,68,97,741,0,0,1,phd,170984,0,0.0
79,male,15,6,39551,SUV,49481,0,0,82,36,565,1,0,0,masters,111627,0,0.0
25,male,24,4,47926,sedan,10121,0,0,20,13,719,1,1,1,bachelors,82041,0,0.0
60,male,22,0,95214,truck,29612,0,1,2,3,560,0,0,1,phd,46213,0,0.0
37,male,27,13,92750,sports,23207,0,0,25,23,733,1,0,0,masters,80191,0,0.0
77,female,46,17,43599,sedan,11795,0,0,32,65,715,0,0,0,high_school,190682,0,0.0
50,female,15,12,98330,sedan,18564,0,1,93,62,654,0,1,0,high_school,98054,0,0.0
43,male,42,7,27593,SUV,49603,0,1,21,64,760,0,1,0,high_school,198312,0,0.0
56,male,37,7,65334,sedan,42999,1,0,61,65,684,0,2,0,high_school,71600,0,0.0
38,female,10,9,99400,truck,2101,0,0,4,12,842,0,2,1,high_school,186666,0,0.0
70,female,2,16,64893,SUV,35867,0,0,18,26,574,1,2,1,bachelors,90200,1,234.65735245957757
66,female,14,5,47636,sports,1513,0,0,8,80,609,1,0,0,high_school,168437,0,0.0
79,female,0,14,74225,truck,12324,0,0,57,16,431,1,1,0,phd,175641,0,0.0
59,female,6,14,45363,truck,16491,0,1,23,68,348,1,1,1,phd,131071,0,0.0
60,male,0,15,60959,truck,14693,1,0,38,87,743,1,4,0,high_school,186964,0,0.0
71,female,48,7,85223,SUV,16923,1,0,75,56,471,0,0,1,high_school,73848,0,0.0
79,female,31,18,90917,sedan,35600,1,0,60,71,629,1,0,0,masters,170240,0,0.0
58,female,8,19,94125,truck,11872,1,0,47,72,305,0,2,0,bachelors,173025,0,0.0
26,male,28,14,6120,sedan,44058,0,0,90,17,503,1,1,0,phd,188106,0,0.0
41,male,25,2,21491,sedan,8137,0,0,49,15,668,0,1,0,phd,166214,0,0.0
54,male,22,5,48638,truck,12358,2,0,61,50,847,0,2,1,phd,74313,0,0.0
66,male,44,7,44062,sedan,6807,1,0,52,95,580,0,1,0,phd,192747,0,0.0
58,male,42,15,10193,SUV,49650,0,1,20,39,354,0,1,0,high_school,72202,0,0.0
34,male,28,14,94144,SUV,27503,0,0,37,38,468,0,1,0,high_school,98753,0,0.0
41,female,37,12,20213,sports,15859,1,0,98,55,612,0,1,0,bachelors,55720,0,0.0
38,male,32,19,84766,sedan,48905,0,0,95,53,777,1,0,0,masters,177050,0,0.0
68,male,6,14,88959,sedan,23234,0,0,58,43,727,1,0,0,high_school,44060,0,0.0
76,female,11,17,22187,sports,12079,0,2,99,45,811,0,0,1,phd,109995,0,0.0
56,male,30,12,15040,SUV,31975,0,0,96,31,712,0,2,0,masters,153897,0,0.0
72,female,31,7,71302,sports,5343,0,1,42,47,347,1,0,0,phd,151287,0,0.0
58,female,19,13,34949,sports,5628,0,0,16,60,302,0,0,0,bachelors,31937,0,0.0
56,male,16,10,8527,sports,23568,0,0,68,65,628,1,0,1,high_school,20587,0,0.0
30,female,35,5,81557,sedan,29106,0,0,43,37,532,0,1,1,bachelors,153657,0,0.0
28,female,2,0,88408,sedan,9981,0,1,83,42,359,1,0,1,phd,131138,0,0.0
63,female,0,1,82294,sedan,35068,1,0,62,3,829,0,0,0,high_school,120428,0,0.0
36,female,49,12,23757,sedan,35715,1,1,22,4,396,1,0,1,high_school,118231,0,0.0
28,male,26,0,30412,truck,3242,0,1,67,57,365,1,2,1,high_school,138732,0,0.0
30,female,46,3,19312,sports,49397,0,0,25,36,330,1,0,1,high_school,170485,0,0.0
63,male,39,1,27119,sports,37424,1,0,93,25,447,0,1,1,bachelors,90703,0,0.0
62,female,32,19,16804,sedan,35218,0,0,47,8,346,1,0,0,high_school,121398,0,0.0
18,female,19,15,58986,SUV,41134,0,0,46,14,543,1,0,1,masters,22112,0,0.0
57,female,13,2,51545,truck,3842,1,0,45,87,556,0,0,0,high_school,83980,0,0.0
61,male,35,16,81519,truck,17017,1,2,28,87,777,0,0,1,phd,178438,0,0.0
36,male,4,4,34999,SUV,14836,1,2,33,98,655,0,1,1,bachelors,195604,0,0.0
29,male,22,7,44758,sedan,15186,0,0,9,88,752,1,0,0,masters,109460,0,0.0
25,female,44,11,99324,truck,35432,1,1,19,25,821,0,1,1,phd,122113,0,0.0
25,female,14,11,74519,truck,23757,0,0,87,62,476,1,0,1,high_school,124588,0,0.0
78,female,5,0,8768,sports,48188,0,0,33,86,509,1,2,0,phd,56587,0,0.0
70,female,32,0,6504,sports,32116,0,0,12,69,341,1,1,1,bachelors,109854,0,0.0
62,male,18,14,72986,sedan,37716,0,1,86,26,423,1,1,1,bachelors,139912,0,0.0
29,female,12,16,81772,sedan,21456,2,1,9,53,486,1,1,1,high_school,95401,0,0.0
78,male,28,1,13002,sports,4634,1,0,85,82,324,0,0,0,masters,74794,0,0.0
65,female,5,16,80427,sports,36840,0,0,44,30,463,0,0,1,bachelors,66295,1,1814.518873248982
50,male,14,19,43787,sports,21856,0,0,77,31,334,0,2,0,bachelors,61995,0,0.0
62,male,15,8,18898,SUV,3459,1,0,88,1,552,0,1,0,masters,156873,0,0.0
43,female,23,11,15472,truck,37474,0,1,81,17,774,0,1,1,high_school,39295,0,0.0
56,female,22,3,85800,sedan,32519,0,1,83,27,769,0,0,0,phd,142761,0,0.0
45,male,47,12,88227,sedan,18590,0,1,91,70,821,0,0,1,high_school,130143,0,0.0
75,female,9,3,37632,SUV,9601,0,0,7,86,563,1,1,0,high_school,128827,0,0.0
22,female,40,6,38743,sports,4469,0,0,4,99,404,1,1,1,phd,186297,0,0.0
25,male,40,13,83538,truck,25791,0,0,84,87,519,1,1,0,phd,194940,0,0.0
42,male,48,8,48386,sports,38615,1,0,19,91,706,1,1,1,high_school,55507,0,0.0
44,male,16,0,98786,sedan,1348,0,0,43,24,505,1,0,1,masters,67561,0,0.0
63,male,48,0,48388,SUV,37419,0,0,79,38,515,0,1,0,phd,102819,0,0.0
40,female,43,19,26323,truck,3878,2,0,57,48,363,0,0,1,bachelors,149129,0,0.0
47,male,44,3,74269,truck,12857,0,0,19,3,337,0,0,0,high_school,58037,0,0.0
62,male,29,0,46319,truck,38517,1,0,88,51,521,1,1,1,bachelors,177961,0,0.0
64,male,43,9,72759,truck,45029,0,2,70,82,641,0,2,0,bachelors,92579,0,0.0
40,female,45,1,21868,SUV,21378,0,0,88,67,772,1,0,1,phd,110758,0,0.0
66,male,9,14,7080,sedan,45072,0,0,99,56,835,1,1,0,masters,75486,0,0.0
64,female,18,2,18776,truck,1002,0,0,73,12,656,0,1,0,bachelors,41745,0,0.0
37,male,28,8,71231,truck,26658,1,0,39,64,805,1,0,0,high_school,138358,0,0.0
35,male,1,16,60452,sedan,24267,1,0,15,62,534,1,2,1,phd,86754,0,0.0
35,female,35,12,58812,sports,46462,0,0,3,97,393,0,1,1,bachelors,192119,0,0.0
19,male,18,2,68271,truck,15353,0,0,9,70,488,0,2,1,high_school,39822,0,0.0
21,male,6,3,82585,truck,2517,2,0,50,24,315,0,2,1,high_school,149867,0,0.0
47,female,25,3,63542,sports,43855,0,0,47,22,674,0,0,1,high_school,141620,0,0.0
50,male,14,10,20628,sedan,20963,2,2,94,29,663,1,1,1,bachelors,170959,0,0.0
53,male,46,6,13265,sedan,14175,0,0,75,60,697,0,2,0,masters,147760,0,0.0
35,male,37,10,29671,truck,31367,0,0,19,6,709,0,2,0,bachelors,51682,0,0.0
54,male,2,10,17460,sedan,18232,0,0,31,53,473,0,1,1,masters,82926,0,0.0
36,female,37,9,8477,sports,38804,2,0,65,16,485,0,2,0,masters,131971,0,0.0
64,male,15,4,7202,SUV,27468,0,0,59,96,329,1,1,1,phd,39879,0,0.0
45,female,1,12,94410,sports,1520,0,2,10,59,769,1,4,1,phd,181521,0,0.0
57,male,30,11,16850,sports,22497,0,0,19,65,679,1,0,1,masters,101279,0,0.0
37,female,27,9,25809,SUV,49473,0,0,22,37,611,0,0,1,bachelors,172789,0,0.0
66,male,6,6,75886,sports,27927,1,1,76,12,377,0,0,0,masters,45571,0,0.0
50,female,29,18,7806,truck,7258,0,0,34,51,834,1,2,0,masters,40191,0,0.0
29,male,42,18,12163,truck,35902,0,0,16,51,828,1,1,1,masters,171226,0,0.0
75,female,6,18,99368,sedan,16454,1,0,9,31,421,0,4,0,high_school,68964,0,0.0
68,female,35,11,5185,sedan,38606,1,0,37,85,527,1,2,0,masters,78489,0,0.0
32,male,28,19,29718,sports,21929,0,0,77,8,707,0,2,0,high_school,188643,0,0.0
58,female,23,14,82081,truck,25177,0,1,82,16,474,0,0,1,masters,188879,0,0.0
56,male,38,4,61202,truck,1785,1,0,31,81,314,1,2,1,bachelors,88284,0,0.0
19,male,3,13,30215,SUV,9143,0,0,53,39,513,1,1,0,phd,96036,0,0.0
46,male,28,11,33325,sedan,25092,2,0,96,90,351,0,0,0,phd,85542,0,0.0
58,male,43,10,23458,truck,48818,0,0,56,74,615,0,1,1,high_school,131462,0,0.0
27,male,4,4,21006,sports,14635,1,0,88,53,356,1,2,1,masters,167408,1,2930.9831181844984
19,female,28,15,99080,truck,11982,0,0,24,53,588,1,0,1,bachelors,22075,0,0.0
68,male,29,17,37969,sedan,14409,0,1,13,27,448,1,0,1,high_school,136542,0,0.0
28,male,28,11,81820,sports,49756,0,0,44,71,707,0,3,0,bachelors,81861,0,0.0
30,male,25,4,32655,sedan,19541,1,2,43,49,831,1,1,1,masters,165968,0,0.0
27,male,18,15,99679,truck,4528,2,1,37,17,668,1,0,1,phd,163851,0,0.0
31,male,25,11,86234,truck,37327,0,0,35,12,623,1,2,1,masters,169259,0,0.0
35,male,36,1,14102,truck,47888,0,0,87,32,656,0,1,1,masters,96498,0,0.0
68,female,26,5,72107,sedan,25518,0,0,38,14,729,0,0,1,masters,56320,0,0.0
71,female,29,3,26553,sports,25946,0,0,38,85,332,0,1,0,phd,48972,0,0.0
26,male,29,12,89079,truck,33080,0,0,12,37,842,0,4,1,phd,56228,0,0.0
74,female,2,9,99437,truck,36705,0,0,65,93,585,0,0,1,high_school,147040,0,0.0
56,male,42,16,84570,truck,25556,0,0,33,5,816,1,2,1,high_school,188098,0,0.0
45,male,6,13,97656,SUV,41906,0,0,14,44,416,0,1,0,high_school,179598,0,0.0
20,male,48,14,71865,SUV,38909,0,1,57,58,568,1,4,0,phd,42307,0,0.0
37,male,8,7,46420,sports,22775,0,0,58,97,462,0,0,1,phd,159687,0,0.0
23,male,40,17,30382,sedan,25041,0,1,65,82,439,0,2,0,masters,148523,0,0.0
44,female,41,2,74235,truck,1835,0,0,51,96,443,0,1,1,masters,191254,1,3204.6209114153426
70,female,12,16,43795,truck,36747,2,0,88,77,521,1,1,0,bachelors,73969,0,0.0
19,female,14,6,56425,sedan,44285,2,0,68,47,734,0,0,1,bachelors,65469,0,0.0
46,female,4,12,62402,sedan,45884,0,0,97,40,844,1,0,1,high_school,168007,0,0.0
55,male,28,15,67539,sports,36192,1,1,4,82,753,1,1,1,masters,102832,0,0.0
20,female,34,4,81203,sedan,48335,0,0,42,78,366,0,3,0,masters,114280,0,0.0
33,male,26,3,28459,truck,17104,1,0,7,73,305,1,1,1,bachelors,70534,0,0.0
47,female,26,9,54649,sports,15927,0,0,77,54,540,1,0,1,high_school,44981,0,0.0
57,female,7,12,77495,SUV,5521,0,0,92,60,354,0,1,0,masters,109655,0,0.0
19,female,31,9,51384,sports,45086,0,1,93,1,682,1,2,0,bachelors,135256,1,4655.363197093609
34,female,19,13,76746,sports,15280,0,0,62,1,733,0,3,1,high_school,136060,0,0.0
58,male,9,11,83053,sports,48544,1,0,67,84,769,0,1,1,high_school,193431,0,0.0
79,female,12,0,61278,sedan,31753,0,0,34,75,370,1,2,0,high_school,103509,0,0.0
29,female,28,19,83156,truck,48948,0,2,70,9,749,1,2,0,bachelors,161011,0,0.0
52,male,34,19,41744,sedan,4459,0,0,89,75,779,1,0,0,masters,24056,0,0.0
60,male,7,6,93340,truck,30435,1,0,31,38,442,1,0,0,bachelors,82031,0,0.0
18,female,28,8,35568,sedan,29077,0,0,96,1,321,0,1,0,masters,178415,0,0.0
72,male,30,7,22991,sports,2148,0,1,23,64,721,0,1,0,masters,189368,0,0.0
62,male,40,12,13912,truck,38345,0,0,49,65,691,1,1,1,masters,164510,0,0.0
32,male,29,13,37527,sedan,32036,0,0,58,86,767,0,0,1,phd,81295,0,0.0
43,female,21,11,55426,sports,21002,0,0,64,91,592,1,2,1,phd,46496,0,0.0
54,male,20,7,25407,SUV,49440,0,0,92,80,420,0,3,0,phd,47057,0,0.0
38,female,11,17,17344,sedan,40398,0,0,37,51,737,1,2,1,high_school,49818,0,0.0
79,female,10,15,7355,sedan,37490,1,0,37,84,400,1,0,0,masters,105169,0,0.0
66,female,1,10,59733,SUV,6930,0,0,20,43,486,1,1,1,high_school,77248,0,0.0
48,female,49,15,71285,sedan,14388,2,0,22,33,458,1,0,1,bachelors,40208,0,0.0
42,male,40,13,89971,SUV,20691,2,0,45,72,817,0,0,0,masters,88422,1,4401.7957796517185
40,female,1,2,50733,truck,4642,0,0,68,80,479,0,1,1,phd,169221,1,8209.732957969105
41,male,33,1,61915,SUV,20201,0,1,29,44,730,1,7,1,bachelors,145420,0,0.0
74,female,2,2,57716,sports,8421,0,0,39,31,511,1,1,1,phd,27835,0,0.0
55,male,15,3,43526,SUV,40815,0,0,81,4,732,0,1,1,bachelors,160447,0,0.0
45,female,3,4,23088,truck,14554,0,0,69,77,400,1,2,0,masters,145527,1,7898.024670236645
38,male,22,9,70377,SUV,6588,1,1,68,88,619,0,2,0,masters,51531,0,0.0
71,female,49,19,49405,SUV,24771,0,0,41,85,397,1,1,1,high_school,188031,0,0.0
60,female,19,1,43842,truck,26824,0,0,17,62,578,1,1,0,phd,131643,0,0.0
35,male,24,11,66788,sedan,49028,1,3,58,68,442,0,2,0,phd,115087,0,0.0
53,female,29,4,56529,sedan,10316,0,1,12,53,644,0,1,0,masters,191714,0,0.0
52,female,17,4,94939,sports,43617,0,2,83,37,655,0,1,1,high_school,72870,0,0.0
62,female,41,0,57383,sports,43713,0,0,20,8,654,0,1,1,high_school,143903,0,0.0
72,male,10,3,44177,SUV,46562,1,0,67,60,729,1,2,0,phd,189093,1,3662.1607359471577
26,female,28,11,44056,sedan,29234,0,0,76,94,338,1,1,1,masters,22524,1,3629.210942510352
70,female,16,11,93249,sedan,20786,0,1,81,20,602,0,0,1,phd,136749,0,0.0
55,male,25,15,71421,SUV,38100,1,0,76,35,848,0,3,0,masters,87756,0,0.0
75,male,22,16,38632,truck,16329,1,0,76,0,724,1,1,1,phd,66778,0,0.0
47,male,47,9,44685,sedan,16698,0,1,60,21,647,1,1,0,masters,127431,0,0.0
77,male,19,16,82222,sports,26327,0,0,98,86,728,1,1,0,high_school,134258,0,0.0
61,male,44,16,73590,SUV,48609,0,0,37,86,585,0,0,1,high_school,110426,0,0.0
51,female,1,17,13977,truck,17548,2,0,39,14,754,0,0,1,phd,41585,0,0.0
49,female,23,1,95568,sports,40757,2,0,26,45,623,1,0,1,high_school,173539,0,0.0
20,female,30,3,53967,sedan,19340,2,0,57,64,818,0,0,1,phd,179296,0,0.0
20,male,26,18,79072,truck,4860,1,0,89,5,652,1,0,1,high_school,117632,0,0.0
45,female,1,10,20070,sports,20159,0,0,75,39,602,1,3,0,phd,42427,0,0.0
61,male,13,16,87473,SUV,28865,0,0,65,34,509,0,0,0,high_school,135752,0,0.0
32,male,3,11,26500,truck,35536,0,0,42,80,743,1,0,0,masters,157042,0,0.0
58,female,48,1,15011,truck,32755,0,0,19,60,432,0,2,0,high_school,162094,0,0.0
40,male,12,5,53039,SUV,14743,1,1,34,22,475,1,2,1,masters,22390,0,0.0
57,male,35,8,13896,sedan,7226,0,0,54,19,386,1,0,1,high_school,139772,0,0.0
